pid	English	Chinese
759860	Bronzing Powder - Bronze Age	修容粉饼（色号：Bronze Age）
637815	Shade & Illuminate - Intensity One	高光修容盘（色号：Intensity One ）
686862	Lips & Boys - Giacomo 25	以爱之名唇膏（色号：25 Giacomo） 
686865	Lips & Boys - Alex 52	以爱之名唇膏（色号：52 Alex）
759875	Ultra-Rich Lip Color - Revolve Around Me	艳色唇膏（色号：Revolve Around Me）
686878	Lips & Boys - Eric 65	以爱之名唇膏（色号：65 Eric）
760331	Lip Color Matte - Ruby Rush	哑光唇膏（色号：Ruby Rush）
760332	Lip Color Matte - Velvet Cherry	哑光唇膏（色号：Velvet Cherry）
637802	Eau de Parfum - Bergamot, White Peony & Rose Absolute, 50ml	香水（香调：佛手柑、白牡丹和玫瑰原精），50ml
686857	Lips & Boys - Leonardo 40	以爱之名唇膏（色号：40 Leonardo）
760328	Lip Color Matte - Pink Tease	哑光唇膏（色号：Pink Tease）
759865	Moisturecore Lip Color - Cala Di Volpe	夹心水润唇膏（色号：Cala Di Volpe）
759863	Moisturecore Lip Color - Mustique	夹心水润唇膏（色号：Mustique）
637820	Brow Sculptor - Taupe 02	塑形眉笔（色号：02 Taupe）
719140	Patent Finish Lip Color - Red Corset 	漆面效果唇彩（色号：Red Corset）
637808	Neroli Portofino Body Oil, 250ml	Neroli Portofino 橙花身体油，250ml
637816	Shade & Illuminate - Intensity Two	高光修容盘（色号：Intensity Two）
637821	Brow Sculptor - Chestnut 03	塑形眉笔（色号：03 Chestnut）
686841	Lips & Boys - Cary 47	以爱之名唇膏（色号：47 Cary）
686867	Lips & Boys - Austin 54	以爱之名唇膏（色号：54 Austin）
719148	Cream Color for Eyes - Platinum	柔润眼影霜（色号：Platinum）
637822	Brow Sculptor - Espresso 04	塑形眉笔（色号：04 Espresso）
686958	Black Orchid Eau de Toilette - Black Truffle, Bergamot & Black Orchid, 50ml	Black Orchid 淡香水（香调：黑松露、佛手柑和黑兰花），50ml
759878	Neroli Portofino Aqua Eau de Toilette - Tunisian Neroli, Italian Bergamot & Sicilian Lemon, 50ml	Neroli Portofino Aqua 淡香水（香调：突尼斯橙花油、意大利佛手柑、西西里柠檬），50ml
